user_id,product_id,category,price_tier,price,avg_rating,review_count,session_duration_seconds,time_of_day,day_of_week,is_weekend,page_views_in_session,items_in_cart,user_total_purchases,purchased,interaction_date
USER_00643,PROD_0198,Books,mid-range,90.48,3.6,1622,194,12,5,1,9,0,22,0,2024-03-30
USER_00091,PROD_0124,Beauty,mid-range,88.84,4.8,1279,483,21,5,1,9,4,42,1,2024-05-25
USER_00692,PROD_0237,Electronics,luxury,309.74,4.1,936,453,6,3,0,9,0,8,0,2024-02-22
USER_00329,PROD_0380,Home & Kitchen,premium,240.81,3.4,1258,359,3,4,0,1,4,7,0,2024-05-17
USER_00696,PROD_0366,Clothing,luxury,784.45,3.7,1637,494,8,1,0,7,4,30,0,2024-07-23
USER_00653,PROD_0288,Toys,budget,13.63,3.2,1393,598,10,5,1,7,4,41,1,2024-07-13
USER_00363,PROD_0476,Clothing,mid-range,41.52,4.7,909,481,4,6,1,10,5,28,0,2024-12-22
USER_00011,PROD_0484,Clothing,luxury,562.12,4.8,923,102,12,3,0,15,1,40,0,2024-05-23
USER_00452,PROD_0487,Books,luxury,670.19,4.5,461,78,20,3,0,12,3,48,0,2024-08-22
USER_00548,PROD_0329,Clothing,luxury,407.98,3.4,1423,247,5,2,0,1,3,0,0,2024-08-14
USER_00838,PROD_0415,Sports,premium,207.34,4.7,887,93,18,2,0,20,1,1,0,2024-10-02
USER_00612,PROD_0449,Sports,budget,22.03,3.3,1980,442,16,6,1,7,2,20,1,2024-04-07
USER_00775,PROD_0360,Sports,budget,12.34,3.1,413,351,5,6,1,17,3,35,0,2024-04-28
USER_00930,PROD_0268,Home & Kitchen,luxury,579.11,4.5,645,150,0,2,0,5,0,9,0,2024-09-11
USER_00911,PROD_0325,Electronics,premium,161.77,4.9,704,328,8,2,0,4,5,27,0,2024-05-15
USER_00792,PROD_0057,Sports,mid-range,33.98,4.0,1748,284,12,0,0,11,4,19,0,2024-12-02
USER_00519,PROD_0107,Toys,budget,24.46,3.4,1651,230,15,1,0,19,4,7,0,2024-01-16
USER_00707,PROD_0152,Electronics,budget,12.36,3.8,503,142,11,1,0,5,4,37,1,2024-12-17
USER_00483,PROD_0136,Electronics,budget,28.22,4.2,1864,420,23,2,0,5,4,27,1,2024-04-17
USER_00100,PROD_0037,Clothing,premium,205.53,4.2,1980,253,14,5,1,20,3,2,1,2024-12-07
USER_00935,PROD_0284,Sports,premium,131.48,3.6,669,80,16,1,0,14,3,46,0,2024-04-09
USER_00159,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,294,22,3,0,3,3,23,0,2024-03-07
USER_00416,PROD_0465,Clothing,budget,11.52,3.5,1548,449,6,5,1,18,5,0,0,2024-08-31
USER_00335,PROD_0224,Books,premium,214.96,5.0,609,178,0,6,1,4,3,43,0,2024-02-04
USER_00923,PROD_0169,Toys,mid-range,73.79,3.5,171,160,5,4,0,7,1,49,0,2024-08-02
USER_00573,PROD_0113,Beauty,premium,253.16,4.0,1288,438,2,0,0,16,3,31,1,2024-05-06
USER_00971,PROD_0255,Books,premium,259.7,3.2,1779,560,14,1,0,18,4,1,0,2024-04-09
USER_00807,PROD_0002,Clothing,budget,21.92,4.8,183,224,16,4,0,17,2,35,1,2024-12-06
USER_00383,PROD_0061,Books,premium,286.94,3.4,1471,574,22,6,1,4,1,8,0,2024-07-07
USER_00171,PROD_0343,Beauty,premium,258.28,3.3,592,379,5,4,0,9,1,43,0,2024-02-02
USER_00170,PROD_0299,Sports,budget,11.08,4.2,1078,352,0,3,0,7,3,6,1,2024-10-17
USER_00320,PROD_0143,Clothing,luxury,423.3,4.0,1337,362,16,1,0,3,2,32,0,2024-04-23
USER_00607,PROD_0170,Clothing,mid-range,42.17,3.2,10,503,23,6,1,17,1,48,0,2024-12-08
USER_00300,PROD_0032,Clothing,premium,252.5,4.1,1599,438,22,0,0,12,0,18,0,2024-05-27
USER_00881,PROD_0223,Clothing,luxury,897.33,3.2,786,261,23,6,1,17,1,44,0,2024-12-01
USER_00543,PROD_0092,Sports,mid-range,47.83,4.4,8,559,5,5,1,2,4,24,0,2024-04-27
USER_00401,PROD_0104,Clothing,luxury,727.89,4.5,937,507,2,4,0,4,3,28,0,2024-12-20
USER_00423,PROD_0233,Home & Kitchen,premium,266.09,3.5,1693,182,13,0,0,2,1,21,0,2024-05-27
USER_00421,PROD_0354,Books,budget,14.76,3.9,1306,289,1,5,1,13,4,31,0,2024-07-13
USER_00557,PROD_0298,Books,luxury,882.42,4.8,185,271,11,0,0,16,4,26,1,2024-07-08
USER_00888,PROD_0078,Toys,budget,27.47,3.4,516,550,4,6,1,20,3,26,0,2024-07-28
USER_00124,PROD_0328,Books,budget,21.55,4.8,1270,592,20,3,0,13,4,39,0,2024-07-11
USER_00887,PROD_0455,Electronics,luxury,851.57,3.4,1538,88,23,2,0,19,1,34,0,2024-12-04
USER_00069,PROD_0002,Clothing,budget,21.92,4.8,183,509,14,0,0,13,5,34,0,2024-09-16
USER_00158,PROD_0454,Electronics,mid-range,59.25,4.7,1917,338,11,3,0,17,4,24,0,2024-02-29
USER_00564,PROD_0011,Books,premium,215.47,4.4,98,243,5,3,0,9,3,6,0,2024-03-21
USER_00945,PROD_0500,Electronics,premium,288.32,4.3,1614,93,21,0,0,8,3,15,1,2024-05-20
USER_00082,PROD_0346,Home & Kitchen,mid-range,88.45,4.1,1494,406,14,0,0,1,0,33,0,2024-09-09
USER_00236,PROD_0185,Home & Kitchen,premium,234.03,4.7,680,137,17,5,1,15,0,46,1,2024-08-31
USER_00895,PROD_0276,Clothing,luxury,456.97,3.2,1736,384,1,1,0,1,3,23,0,2024-09-03
USER_00572,PROD_0469,Beauty,premium,238.06,4.3,1931,588,9,2,0,11,3,21,0,2024-01-03
USER_00377,PROD_0163,Sports,budget,25.55,3.8,156,456,12,0,0,13,2,44,0,2024-04-01
USER_00070,PROD_0168,Books,budget,20.24,4.5,1945,81,14,1,0,20,0,29,1,2024-07-02
USER_00845,PROD_0311,Books,budget,16.24,4.6,1339,89,8,0,0,15,2,42,1,2024-10-14
USER_00215,PROD_0473,Clothing,mid-range,77.62,4.2,1617,548,17,1,0,1,2,45,0,2024-09-24
USER_00046,PROD_0403,Sports,premium,190.71,4.4,328,220,18,6,1,19,2,16,0,2024-01-07
USER_00729,PROD_0170,Clothing,mid-range,42.17,3.2,10,98,4,1,0,16,5,33,0,2024-04-23
USER_00265,PROD_0436,Sports,luxury,519.63,3.3,1873,422,10,3,0,14,0,48,0,2024-02-15
USER_00818,PROD_0251,Books,budget,6.26,3.7,262,202,18,3,0,3,5,13,0,2024-07-04
USER_00420,PROD_0378,Home & Kitchen,premium,149.92,3.2,1511,415,6,0,0,6,0,40,0,2024-05-20
USER_00621,PROD_0476,Clothing,mid-range,41.52,4.7,909,209,12,0,0,20,1,9,1,2024-09-09
USER_00479,PROD_0355,Sports,premium,150.73,3.0,1619,393,14,1,0,3,2,46,0,2024-03-05
USER_00739,PROD_0076,Beauty,mid-range,68.19,4.7,1197,460,8,6,1,17,0,27,1,2024-02-18
USER_00990,PROD_0271,Sports,budget,23.61,3.7,271,374,23,2,0,12,1,2,0,2024-10-30
USER_00551,PROD_0202,Home & Kitchen,premium,210.38,4.1,937,453,1,0,0,19,2,8,0,2024-04-01
USER_00957,PROD_0038,Clothing,mid-range,79.91,3.8,1380,63,0,4,0,4,4,50,1,2024-08-16
USER_00543,PROD_0440,Toys,premium,240.98,4.4,1006,363,8,2,0,15,4,25,0,2024-10-16
USER_00167,PROD_0033,Books,budget,19.97,4.0,234,121,20,0,0,14,1,48,1,2024-09-16
USER_00403,PROD_0020,Beauty,premium,142.53,4.0,1816,429,0,3,0,5,4,27,0,2024-03-28
USER_00568,PROD_0344,Toys,luxury,787.25,3.3,1449,272,13,5,1,9,0,46,0,2024-12-28
USER_00795,PROD_0440,Toys,premium,240.98,4.4,1006,518,21,0,0,12,3,3,0,2024-11-04
USER_00444,PROD_0060,Books,budget,20.48,3.8,1200,532,11,6,1,17,5,26,1,2024-10-13
USER_00180,PROD_0025,Beauty,mid-range,85.45,3.8,135,473,6,3,0,17,4,50,0,2024-06-06
USER_00093,PROD_0410,Toys,premium,286.75,4.4,393,312,10,1,0,3,0,34,0,2024-12-03
USER_00712,PROD_0281,Home & Kitchen,premium,101.22,4.7,1164,155,12,4,0,12,3,22,0,2024-04-05
USER_00674,PROD_0466,Home & Kitchen,premium,160.39,4.4,28,573,19,6,1,6,1,36,1,2024-08-04
USER_00765,PROD_0136,Electronics,budget,28.22,4.2,1864,552,22,6,1,2,5,45,0,2024-06-02
USER_00263,PROD_0272,Books,budget,19.66,4.1,680,332,6,0,0,15,0,29,1,2024-09-02
USER_00631,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,218,10,2,0,19,2,25,0,2024-09-25
USER_00205,PROD_0147,Beauty,luxury,535.48,4.0,670,20,2,2,0,18,5,11,0,2024-04-10
USER_00373,PROD_0443,Sports,luxury,872.86,4.9,1652,144,1,1,0,19,4,8,0,2024-09-17
USER_00340,PROD_0045,Clothing,budget,7.42,3.9,872,181,23,4,0,18,0,25,0,2024-08-02
USER_00467,PROD_0375,Beauty,premium,172.43,4.9,71,465,5,4,0,20,3,50,0,2024-11-29
USER_00409,PROD_0399,Toys,budget,7.03,4.9,1584,60,2,0,0,3,1,32,0,2024-05-20
USER_00239,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,179,8,2,0,2,5,31,0,2024-05-15
USER_00644,PROD_0120,Sports,budget,28.57,3.6,803,506,0,6,1,1,5,34,0,2024-02-04
USER_00628,PROD_0442,Beauty,premium,157.56,4.1,1117,517,10,3,0,16,4,36,0,2024-01-04
USER_00721,PROD_0274,Toys,luxury,907.66,4.4,1988,414,2,2,0,12,1,34,0,2024-06-12
USER_00302,PROD_0159,Clothing,premium,109.1,3.1,603,401,9,1,0,9,5,39,0,2024-06-18
USER_00501,PROD_0450,Books,mid-range,58.48,4.9,1803,491,13,1,0,19,4,3,0,2024-08-27
USER_00218,PROD_0076,Beauty,mid-range,68.19,4.7,1197,582,22,0,0,4,4,20,0,2024-04-22
USER_00893,PROD_0008,Electronics,budget,14.5,3.7,709,385,0,2,0,19,5,44,1,2024-01-10
USER_00398,PROD_0306,Sports,premium,272.85,4.3,314,95,21,1,0,19,4,36,0,2024-04-16
USER_00215,PROD_0090,Home & Kitchen,budget,7.71,3.9,1497,263,19,0,0,14,2,37,0,2024-01-22
USER_00336,PROD_0162,Home & Kitchen,mid-range,97.58,3.5,1769,186,7,2,0,14,5,16,0,2024-03-27
USER_00971,PROD_0103,Home & Kitchen,mid-range,86.46,3.3,99,85,22,5,1,11,3,44,0,2024-08-17
USER_00774,PROD_0275,Home & Kitchen,premium,170.33,4.2,440,57,18,0,0,7,4,30,1,2024-10-28
USER_00144,PROD_0446,Clothing,premium,286.6,4.4,286,487,4,4,0,17,4,10,0,2024-07-19
USER_00620,PROD_0482,Beauty,budget,18.53,3.1,1836,86,21,0,0,9,2,35,0,2024-04-15
USER_00949,PROD_0231,Beauty,mid-range,36.31,3.6,1535,329,23,5,1,15,3,38,0,2024-12-21
USER_00675,PROD_0472,Sports,luxury,830.15,4.6,1695,491,4,3,0,6,3,3,0,2024-05-02
USER_00290,PROD_0459,Sports,premium,138.56,3.2,337,148,19,5,1,12,5,9,0,2024-05-25
USER_00800,PROD_0333,Toys,luxury,932.78,3.4,1394,45,16,1,0,19,4,35,1,2024-03-05
USER_00800,PROD_0001,Beauty,budget,5.63,3.6,462,386,10,2,0,5,1,19,0,2024-03-20
USER_00952,PROD_0284,Sports,premium,131.48,3.6,669,110,14,5,1,5,2,19,0,2024-05-25
USER_00596,PROD_0497,Home & Kitchen,mid-range,51.12,3.3,1357,190,15,2,0,14,4,22,0,2024-09-04
USER_00421,PROD_0162,Home & Kitchen,mid-range,97.58,3.5,1769,377,23,4,0,5,4,17,0,2024-07-05
USER_00243,PROD_0459,Sports,premium,138.56,3.2,337,259,9,4,0,10,1,17,0,2024-01-05
USER_00429,PROD_0136,Electronics,budget,28.22,4.2,1864,243,5,2,0,20,2,35,1,2024-07-03
USER_00043,PROD_0491,Beauty,budget,5.81,4.3,1264,262,7,5,1,4,5,50,0,2024-06-29
USER_00549,PROD_0192,Sports,budget,5.72,4.3,1641,558,7,3,0,6,5,27,0,2024-05-30
USER_00655,PROD_0088,Books,luxury,775.66,4.7,683,360,20,3,0,18,5,12,0,2024-06-13
USER_00552,PROD_0398,Beauty,premium,268.51,4.1,1695,200,20,5,1,3,2,38,0,2024-11-16
USER_00359,PROD_0234,Sports,premium,249.31,3.7,240,351,21,6,1,16,3,31,0,2024-12-22
USER_00409,PROD_0013,Clothing,budget,14.5,3.9,1713,88,9,4,0,4,2,12,1,2024-03-29
USER_00184,PROD_0389,Beauty,luxury,667.99,4.5,1691,287,10,3,0,17,4,0,0,2024-01-25
USER_00967,PROD_0115,Home & Kitchen,premium,163.94,4.1,288,117,5,6,1,16,4,33,0,2024-09-01
USER_00866,PROD_0225,Electronics,luxury,492.14,4.1,1409,369,9,6,1,2,2,25,0,2024-10-13
USER_00572,PROD_0379,Clothing,luxury,662.42,4.8,246,410,17,0,0,2,3,16,0,2024-03-11
USER_00547,PROD_0170,Clothing,mid-range,42.17,3.2,10,481,18,4,0,12,2,18,0,2024-04-05
USER_00145,PROD_0082,Home & Kitchen,luxury,861.56,4.7,1665,590,17,3,0,6,2,31,0,2024-12-19
USER_00767,PROD_0095,Home & Kitchen,premium,233.38,3.7,1432,555,20,4,0,3,3,10,0,2024-11-22
USER_00508,PROD_0435,Beauty,mid-range,66.31,4.1,1361,148,21,5,1,12,4,36,0,2024-07-06
USER_00229,PROD_0303,Toys,mid-range,46.54,3.3,409,405,5,4,0,6,1,28,0,2024-06-07
USER_00301,PROD_0053,Sports,budget,9.12,3.0,804,195,2,2,0,4,1,36,0,2024-12-18
USER_00326,PROD_0438,Beauty,premium,222.02,3.4,509,216,3,3,0,15,2,42,0,2024-02-29
USER_00841,PROD_0310,Beauty,budget,20.38,4.0,952,190,13,1,0,6,0,11,0,2024-09-10
USER_00098,PROD_0171,Sports,luxury,782.56,3.9,71,554,9,4,0,20,4,14,0,2024-05-17
USER_00658,PROD_0137,Sports,luxury,959.03,3.4,1217,287,14,6,1,7,3,17,0,2024-12-15
USER_00004,PROD_0065,Electronics,mid-range,65.41,3.3,719,567,15,6,1,1,3,40,0,2024-11-24
USER_00130,PROD_0381,Home & Kitchen,luxury,440.12,3.3,156,178,19,3,0,15,2,6,0,2024-01-11
USER_00371,PROD_0285,Toys,budget,27.08,3.3,1550,377,10,4,0,5,1,3,0,2024-11-15
USER_00265,PROD_0181,Toys,budget,29.99,4.3,556,121,20,2,0,9,1,19,0,2024-12-11
USER_00415,PROD_0293,Books,mid-range,65.02,4.7,1656,48,6,6,1,19,4,39,0,2024-08-11
USER_00411,PROD_0140,Home & Kitchen,luxury,763.06,3.1,1331,383,5,4,0,13,4,34,0,2024-02-16
USER_00703,PROD_0412,Home & Kitchen,luxury,316.22,4.9,1040,135,19,2,0,4,1,37,0,2024-02-07
USER_00080,PROD_0303,Toys,mid-range,46.54,3.3,409,448,8,6,1,20,2,7,0,2024-08-18
USER_00902,PROD_0037,Clothing,premium,205.53,4.2,1980,222,14,3,0,9,5,27,0,2024-02-15
USER_00401,PROD_0009,Books,premium,261.43,4.5,1103,39,16,0,0,4,1,6,1,2024-04-29
USER_00507,PROD_0055,Toys,luxury,408.36,3.6,1988,67,15,1,0,8,3,13,0,2024-09-24
USER_00825,PROD_0039,Beauty,premium,187.62,4.0,252,166,22,3,0,4,4,2,0,2024-04-25
USER_00227,PROD_0362,Books,luxury,477.32,4.5,396,514,23,4,0,4,3,5,0,2024-03-15
USER_00525,PROD_0161,Toys,budget,19.35,3.9,907,492,1,3,0,4,2,34,0,2024-07-18
USER_00895,PROD_0327,Electronics,premium,268.89,3.2,1583,383,23,4,0,8,1,2,0,2024-11-15
USER_00718,PROD_0053,Sports,budget,9.12,3.0,804,244,22,1,0,12,2,32,0,2024-01-16
USER_00201,PROD_0448,Clothing,mid-range,33.67,3.8,1474,97,0,4,0,6,4,32,0,2024-02-09
USER_00610,PROD_0341,Electronics,luxury,651.4,3.5,172,316,13,1,0,2,2,36,0,2024-02-27
USER_00997,PROD_0193,Clothing,mid-range,51.75,3.0,840,33,23,4,0,18,5,32,0,2024-05-03
USER_00843,PROD_0081,Toys,mid-range,91.7,3.0,1513,128,0,2,0,18,3,0,0,2024-11-13
USER_00911,PROD_0412,Home & Kitchen,luxury,316.22,4.9,1040,125,1,1,0,13,3,24,0,2024-11-05
USER_00444,PROD_0175,Clothing,premium,265.33,3.1,344,384,1,6,1,13,1,16,0,2024-11-24
USER_00336,PROD_0491,Beauty,budget,5.81,4.3,1264,99,10,4,0,2,4,2,1,2024-06-21
USER_00274,PROD_0079,Beauty,budget,13.84,4.1,1796,333,16,4,0,18,2,6,1,2024-10-18
USER_00915,PROD_0126,Electronics,budget,21.07,3.3,950,174,19,4,0,16,2,16,0,2024-08-30
USER_00822,PROD_0182,Books,budget,24.08,3.4,1067,16,2,2,0,5,1,49,0,2024-09-25
USER_00966,PROD_0376,Books,mid-range,77.53,4.9,766,592,11,6,1,5,3,17,0,2024-05-26
USER_00789,PROD_0410,Toys,premium,286.75,4.4,393,442,21,2,0,6,5,6,0,2024-07-24
USER_00420,PROD_0409,Toys,luxury,473.79,4.7,332,372,15,6,1,11,3,26,0,2024-12-22
USER_00006,PROD_0169,Toys,mid-range,73.79,3.5,171,128,15,6,1,15,3,13,0,2024-09-15
USER_00888,PROD_0311,Books,budget,16.24,4.6,1339,291,4,4,0,2,4,8,0,2024-01-05
USER_00097,PROD_0261,Books,premium,191.61,4.9,129,557,18,3,0,2,3,17,1,2024-05-23
USER_00861,PROD_0400,Books,premium,230.23,4.5,858,448,19,3,0,8,0,34,0,2024-06-20
USER_00996,PROD_0269,Sports,premium,233.02,3.7,317,553,20,5,1,16,4,33,1,2024-09-07
USER_00524,PROD_0482,Beauty,budget,18.53,3.1,1836,365,5,2,0,4,4,27,0,2024-11-27
USER_00989,PROD_0369,Home & Kitchen,premium,161.3,4.2,877,407,18,3,0,2,2,43,0,2024-01-11
USER_00018,PROD_0171,Sports,luxury,782.56,3.9,71,477,16,6,1,19,5,43,0,2024-06-30
USER_00107,PROD_0080,Sports,mid-range,94.8,3.5,337,498,11,3,0,11,1,32,0,2024-04-04
USER_00043,PROD_0462,Clothing,mid-range,72.77,4.3,835,378,3,5,1,18,5,32,0,2024-10-26
USER_00277,PROD_0292,Electronics,luxury,822.91,3.4,783,107,4,3,0,2,2,6,0,2024-02-01
USER_00744,PROD_0393,Toys,budget,25.78,4.0,627,184,1,6,1,19,1,43,0,2024-02-25
USER_00403,PROD_0479,Sports,luxury,694.74,4.1,1382,42,10,4,0,10,0,47,0,2024-03-22
USER_00791,PROD_0298,Books,luxury,882.42,4.8,185,220,7,5,1,6,3,2,0,2024-04-13
USER_00570,PROD_0421,Home & Kitchen,premium,250.99,3.4,1047,462,16,5,1,6,1,34,0,2024-01-06
USER_00570,PROD_0189,Beauty,luxury,589.27,3.4,745,347,21,3,0,13,3,23,0,2024-07-25
USER_00304,PROD_0346,Home & Kitchen,mid-range,88.45,4.1,1494,70,13,5,1,5,5,42,0,2024-09-28
USER_00389,PROD_0112,Clothing,luxury,615.05,4.5,1725,50,19,5,1,1,0,41,0,2024-07-13
USER_00889,PROD_0130,Beauty,budget,30.0,3.7,1336,103,21,1,0,14,4,22,0,2024-10-08
USER_00565,PROD_0344,Toys,luxury,787.25,3.3,1449,435,9,1,0,12,5,7,0,2024-12-24
USER_00085,PROD_0222,Beauty,luxury,783.22,3.9,623,216,6,2,0,4,4,29,0,2024-12-04
USER_00252,PROD_0478,Books,luxury,866.08,3.9,1056,528,1,3,0,13,4,39,0,2024-04-25
USER_00248,PROD_0320,Books,mid-range,53.34,4.2,294,62,15,2,0,10,1,22,0,2024-09-04
USER_00732,PROD_0452,Home & Kitchen,premium,229.18,4.8,188,360,3,5,1,6,4,3,0,2024-11-30
USER_00244,PROD_0014,Home & Kitchen,mid-range,55.91,3.4,551,441,19,3,0,20,2,44,0,2024-08-01
USER_00378,PROD_0308,Home & Kitchen,budget,13.8,3.1,950,126,9,0,0,10,2,6,0,2024-09-09
USER_00543,PROD_0252,Toys,mid-range,34.8,4.5,429,392,12,6,1,17,2,18,0,2024-04-21
USER_00932,PROD_0123,Electronics,luxury,535.29,4.4,833,23,10,2,0,5,5,6,0,2024-05-29
USER_00252,PROD_0151,Clothing,luxury,752.13,4.0,1628,297,4,5,1,14,1,12,1,2024-10-12
USER_00513,PROD_0453,Beauty,mid-range,67.46,4.4,1923,197,5,2,0,18,5,29,0,2024-05-01
USER_00699,PROD_0109,Electronics,luxury,393.34,3.9,1092,272,7,4,0,4,0,28,0,2024-06-14
USER_00241,PROD_0391,Sports,luxury,776.08,3.7,1803,322,2,1,0,12,4,31,0,2024-08-13
USER_00877,PROD_0176,Toys,premium,219.01,4.6,1891,579,12,1,0,11,3,17,0,2024-10-08
USER_00200,PROD_0108,Beauty,luxury,335.15,3.5,1742,469,3,6,1,18,4,25,0,2024-02-18
USER_00974,PROD_0035,Electronics,budget,23.3,4.6,1562,446,10,1,0,1,5,31,1,2024-01-30
USER_00291,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,588,7,6,1,18,5,2,0,2024-04-07
USER_00633,PROD_0003,Books,luxury,322.25,3.2,481,253,11,1,0,8,0,23,1,2024-08-27
USER_00762,PROD_0291,Toys,mid-range,83.49,3.6,250,522,19,6,1,16,0,17,0,2024-10-20
USER_00416,PROD_0066,Electronics,mid-range,55.87,3.3,1712,265,2,0,0,7,3,32,0,2024-09-30
USER_00516,PROD_0382,Sports,mid-range,92.91,3.9,184,120,7,0,0,14,5,0,1,2024-12-23
USER_00964,PROD_0212,Toys,luxury,910.67,3.1,145,406,2,3,0,17,0,42,0,2024-05-23
USER_00738,PROD_0127,Clothing,budget,11.5,3.7,936,510,23,0,0,14,1,4,0,2024-06-24
USER_00983,PROD_0059,Sports,budget,28.54,4.1,1190,184,14,3,0,4,4,15,0,2024-10-17
USER_00995,PROD_0429,Beauty,budget,19.92,3.5,1347,530,22,2,0,18,3,19,0,2024-02-14
USER_00369,PROD_0415,Sports,premium,207.34,4.7,887,471,11,4,0,18,3,13,1,2024-05-03
USER_00532,PROD_0174,Books,mid-range,59.76,4.1,1331,482,9,1,0,5,5,25,0,2024-10-01
USER_00464,PROD_0298,Books,luxury,882.42,4.8,185,363,1,1,0,17,4,39,1,2024-06-25
USER_00989,PROD_0022,Books,premium,249.4,3.9,1200,176,10,0,0,11,2,31,0,2024-11-25
USER_00356,PROD_0312,Clothing,premium,221.0,4.0,1966,569,21,0,0,18,3,25,0,2024-09-02
USER_00616,PROD_0228,Clothing,premium,235.55,4.4,1355,50,9,1,0,6,2,17,1,2024-01-23
USER_00803,PROD_0172,Clothing,premium,241.39,4.4,934,185,16,3,0,8,5,31,0,2024-12-05
USER_00793,PROD_0018,Electronics,mid-range,87.53,4.6,826,285,4,5,1,1,1,16,0,2024-12-28
USER_00664,PROD_0500,Electronics,premium,288.32,4.3,1614,561,16,1,0,16,4,20,0,2024-02-27
USER_00604,PROD_0476,Clothing,mid-range,41.52,4.7,909,409,16,0,0,18,3,31,0,2024-03-18
USER_00790,PROD_0351,Clothing,premium,185.85,4.2,497,90,8,2,0,14,4,25,0,2024-02-28
USER_00571,PROD_0485,Toys,luxury,562.95,4.4,1360,598,0,0,0,18,4,20,1,2024-12-23
USER_00103,PROD_0002,Clothing,budget,21.92,4.8,183,287,20,1,0,5,2,40,1,2024-02-06
USER_00190,PROD_0218,Sports,mid-range,64.84,4.2,480,84,0,2,0,16,4,21,0,2024-05-22
USER_00531,PROD_0289,Beauty,luxury,668.85,3.6,456,495,2,6,1,12,4,22,0,2024-03-10
USER_00152,PROD_0471,Sports,mid-range,61.85,5.0,770,164,9,6,1,2,4,31,0,2024-02-25
USER_00857,PROD_0176,Toys,premium,219.01,4.6,1891,465,19,1,0,16,3,26,1,2024-11-19
USER_00319,PROD_0468,Sports,premium,131.94,4.4,1895,143,1,2,0,1,1,10,1,2024-12-18
USER_00722,PROD_0389,Beauty,luxury,667.99,4.5,1691,561,10,1,0,12,3,9,0,2024-03-19
USER_00731,PROD_0273,Beauty,budget,15.27,4.7,1932,507,16,3,0,4,1,7,1,2024-03-21
USER_00346,PROD_0241,Beauty,luxury,936.57,3.6,841,322,11,5,1,17,3,35,0,2024-09-28
USER_00054,PROD_0149,Home & Kitchen,premium,211.16,4.0,396,358,17,0,0,1,4,50,0,2024-11-11
USER_00298,PROD_0068,Books,budget,21.7,4.1,1913,187,3,6,1,3,3,30,0,2024-12-22
USER_00955,PROD_0198,Books,mid-range,90.48,3.6,1622,95,19,0,0,16,2,38,0,2024-08-19
USER_00961,PROD_0404,Sports,luxury,638.98,3.4,1247,38,1,2,0,13,0,40,0,2024-05-01
USER_00467,PROD_0255,Books,premium,259.7,3.2,1779,297,20,1,0,10,2,23,0,2024-10-01
USER_00898,PROD_0435,Beauty,mid-range,66.31,4.1,1361,503,21,2,0,2,1,3,0,2024-02-14
USER_00208,PROD_0200,Toys,budget,12.07,3.6,1207,260,15,2,0,20,0,6,1,2024-09-18
USER_00341,PROD_0285,Toys,budget,27.08,3.3,1550,54,6,3,0,4,1,4,0,2024-05-09
USER_00250,PROD_0144,Home & Kitchen,luxury,625.41,4.7,1218,194,15,3,0,5,3,17,0,2024-10-10
USER_00785,PROD_0299,Sports,budget,11.08,4.2,1078,318,6,3,0,4,2,14,1,2024-11-07
USER_00604,PROD_0269,Sports,premium,233.02,3.7,317,322,0,5,1,18,4,0,1,2024-05-18
USER_00464,PROD_0157,Beauty,premium,296.1,4.7,611,124,16,4,0,20,1,29,0,2024-05-17
USER_00433,PROD_0119,Books,budget,26.42,4.5,784,410,22,6,1,6,4,48,0,2024-08-18
USER_00729,PROD_0081,Toys,mid-range,91.7,3.0,1513,315,0,1,0,5,2,46,0,2024-06-11
USER_00698,PROD_0500,Electronics,premium,288.32,4.3,1614,593,9,0,0,19,5,40,0,2024-02-05
USER_00978,PROD_0299,Sports,budget,11.08,4.2,1078,17,8,0,0,2,2,41,1,2024-02-12
USER_00032,PROD_0209,Beauty,mid-range,35.24,4.6,547,436,16,5,1,19,5,45,0,2024-04-06
USER_00977,PROD_0259,Sports,premium,202.65,3.2,1036,360,14,3,0,3,4,25,0,2024-06-06
USER_00348,PROD_0411,Toys,mid-range,64.88,4.0,1026,203,3,4,0,11,2,41,0,2024-07-12
USER_00270,PROD_0013,Clothing,budget,14.5,3.9,1713,227,0,4,0,6,2,35,1,2024-07-26
USER_00782,PROD_0477,Electronics,mid-range,80.18,4.0,1845,559,15,1,0,13,4,31,0,2024-10-29
USER_00071,PROD_0083,Clothing,premium,131.84,4.4,788,551,0,2,0,7,2,29,0,2024-02-07
USER_00464,PROD_0126,Electronics,budget,21.07,3.3,950,225,14,0,0,9,0,11,0,2024-10-28
USER_00874,PROD_0324,Beauty,budget,21.15,3.8,746,258,1,3,0,10,2,30,0,2024-08-15
USER_00870,PROD_0109,Electronics,luxury,393.34,3.9,1092,69,14,3,0,6,2,46,0,2024-01-04
USER_00717,PROD_0456,Toys,premium,275.35,3.0,1168,361,21,4,0,15,5,14,0,2024-03-15
USER_00575,PROD_0230,Electronics,premium,257.72,3.1,752,314,21,0,0,3,3,47,0,2024-04-29
USER_00792,PROD_0351,Clothing,premium,185.85,4.2,497,19,23,2,0,12,0,16,0,2024-03-20
USER_00741,PROD_0483,Electronics,luxury,322.21,3.8,1579,289,11,5,1,13,3,47,0,2024-07-13
